chrom	start	end	CTCF	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K9ac	H3K9me3	H4K20me1	group
chr22	41850000	41950000	9.1251	5.34188	5.91777	9.29888	6.54448	7.74422	11.4362	7.63326	2.23173	5.83245	B
chr22	16350000	16450000	5.19876	2.62393	6.59692	2.31099	3.55832	3.33082	2.36598	3.62498	2.62508	3.22832	B
chr22	17130000	17230000	0.0181775	3.11154	14.2493	2.70014	4.76211	2.54832	1.1255	4.1306	4.85518	4.70041	B
chr22	18010000	18110000	15.4509	3.00659	11.5657	3.24924	6.52681	5.58369	5.63446	4.87272	3.8978	4.13663	B
chr22	18350000	18450000	7.92539	7.53942	5.08077	10.2491	8.19186	10.2718	16.3668	11.1155	2.47554	7.45444	B
chr22	23330000	23430000	0.817987	7.71654	5.8829	3.34473	8.96492	4.16642	1.25791	6.56493	3.90105	4.04714	B
chr22	25510000	25610000	3.59914	1.62028	9.39061	2.55689	3.44743	1.82122	0.543584	2.5485	4.0067	3.62654	B
chr22	26550000	26650000	5.90769	27.1883	2.07599	14.9498	14.8569	14.3205	11.2341	15.5438	2.49505	9.87288	B
chr22	27970000	28070000	11.3246	10.9768	4.79626	19.2638	7.19058	10.9527	19.339	12.873	2.2431	14.0811	B
chr22	29150000	29250000	12.797	3.54449	13.203	3.20626	4.13691	4.90737	5.2198	5.17039	3.60197	4.47669	B
chr22	30050000	30150000	5.68956	7.14802	4.35757	13.6081	6.29858	8.96991	12.8509	10.826	2.68685	6.93092	B
chr22	31710000	31810000	17.1777	0.75438	7.19898	1.54225	1.50112	1.19337	0.508739	1.88385	2.7096	3.04039	B
chr22	34150000	34250000	7.61637	6.29962	8.47284	4.19942	10.1221	4.33261	1.24746	6.70356	3.62635	5.05389	B
chr22	35190000	35290000	13.2332	21.1948	5.01836	14.6514	12.1134	10.708	15.2099	17.183	2.9908	6.43202	B
chr22	37410000	37510000	14.1239	11.1189	2.31828	18.1036	8.4924	12.6285	21.7399	12.6772	1.54417	9.8684	B
chr22	39050000	39150000	5.36236	8.33316	1.68869	17.7598	7.43005	7.58034	13.2864	9.45594	1.97003	8.96009	B
chr22	41250000	41350000	7.92539	11.3485	5.22761	15.592	8.48919	11.1027	14.2482	12.3388	2.77137	9.17262	B
chr22	43450000	43550000	20.7042	11.1998	6.58224	8.74262	14.9774	8.03276	4.05249	8.82391	3.3614	7.356	B
chr22	45410000	45510000	4.28989	7.72091	3.43796	21.2191	9.32171	4.61422	1.36941	5.15	2.27074	9.51939	B
chr22	48490000	48590000	5.45325	3.05032	4.01065	12.4383	4.97747	1.78429	0.724779	2.8747	3.65236	11.3852	B
chr22	34870000	34970000	11.779	7.66625	10.0514	4.64108	7.60684	9.22382	6.93069	8.59557	3.28176	4.51472	B
chr22	35810000	35910000	8.34347	1.48908	16.9237	2.83383	3.94887	1.91817	0.745686	3.49858	3.69787	4.40733	B
chr22	40250000	40350000	21.9221	27.1926	1.84839	17.4757	14.3153	18.9624	29.256	23.3646	2.28862	9.6581	B
chr3	50290000	50390000	14.4148	17.5104	4.14648	12.0778	11.6586	25.0054	40.8315	24.2984	2.36989	8.06744	B
chr3	125810000	125910000	5.74409	1.80832	8.51506	3.22775	3.39117	2.22747	0.7875	2.57704	2.36989	3.70708	B
chr3	5230000	5330000	3.4719	1.15016	3.74633	3.1418	2.61169	2.38213	0.89552	1.98987	2.94042	2.65111	B
chr3	48150000	48250000	14.7238	5.47089	6.58591	6.88045	5.61392	5.41749	5.6693	6.33658	2.87377	5.69821	B
chr3	56530000	56630000	1.87228	2.34404	2.73679	5.8109	1.78398	3.35391	6.23379	3.61275	2.64296	3.25964	B
chr3	79650000	79750000	1.74504	0.190235	0.95815	0.36527	0.345546	0.510126	0.212555	0.517854	1.66607	1.25956	B
chr3	116330000	116430000	2.70845	3.96432	3.0837	1.29635	2.21792	3.8548	7.56836	4.0939	2.05455	2.26407	B
chr3	122610000	122710000	1.58144	2.58894	1.16006	3.69329	2.82223	2.6268	0.804922	1.88793	1.80424	2.53254	B
chr3	124750000	124850000	9.92491	16.9112	1.67034	19.8631	11.7212	12.8062	15.7953	15.2176	2.37639	8.02717	B
chr3	126830000	126930000	1.07247	1.3557	7.70191	2.18924	2.13435	1.21876	0.550553	2.00618	3.23462	3.05158	B
chr3	147770000	147870000	3.38101	0.577264	2.5	0.58491	1.00128	0.98332	0.452987	0.974545	1.0224	1.55935	B
chr3	158310000	158410000	8.81609	12.3543	2.20999	6.53667	9.37475	12.2777	15.9591	14.0432	2.78762	6.02485	B
chr3	198130000	198230000	15.469	4.4082	9.37776	6.56532	3.99709	6.80938	15.98	7.69442	2.9713	4.93979	B
chr3	4230000	4330000	1.99952	2.32874	1.7254	1.16266	1.29218	2.70067	4.9271	2.71976	4.04084	1.91507	B
chr3	10270000	10370000	11.2882	6.33023	5.67548	17.3539	6.1009	4.76656	7.8959	7.66588	2.01229	9.06747	B
chr3	10870000	10970000	8.27076	0.369537	6.81902	0.933469	0.810025	0.662472	0.282245	1.25998	2.48854	3.44533	B
chr3	11310000	11410000	3.83545	5.61521	1.60242	10.9653	7.43005	4.95584	1.06626	4.70962	2.0318	4.40286	B
chr3	12910000	13010000	7.61637	4.58969	2.7221	13.2548	9.44547	5.69218	5.19192	7.32744	1.26622	9.51492	B
chr3	15070000	15170000	8.43436	4.88925	6.02056	8.56118	3.57118	6.44006	13.2237	8.5344	2.80225	4.45655	B
chr3	15530000	15630000	3.38101	3.0197	2.58811	6.77063	2.68722	4.01638	9.13639	5.15816	1.85137	3.3715	B
chr3	16230000	16330000	8.87062	4.82803	2.18612	8.47762	5.57053	5.1405	9.09109	7.29074	2.03992	3.89501	B
chr3	16550000	16650000	4.58073	0.872456	8.01212	1.22951	1.59433	1.47036	0.449502	2.08773	2.42678	2.34014	B
chr3	23950000	24050000	5.50778	5.27847	3.64171	5.41221	5.92572	5.98994	6.11183	5.25602	2.2366	7.07187	B
chr3	24730000	24830000	2.14494	0.205541	1.01322	0.458379	0.298938	0.431645	0.219524	0.717657	2.22035	1.45867	B
chr3	29970000	30070000	4.14447	0.85059	2.5257	2.55928	2.08292	1.64348	0.505254	1.26813	2.81688	2.61532	B
chr3	30730000	30830000	8.5616	2.92349	5.26432	1.30351	3.60011	2.93842	0.770077	2.45063	2.09519	2.43186	B
chr3	32350000	32450000	6.03493	4.57657	7.33664	2.8577	6.02375	5.90223	6.31742	5.66378	2.82338	4.83241	B
chr3	32870000	32970000	6.78021	0.962107	9.76873	2.07942	1.92863	1.41727	0.74917	1.96132	3.40529	3.46099	B
chr3	33810000	33910000	3.19924	4.40601	2.3917	7.88793	4.64961	5.74758	9.20957	5.56184	1.67257	6.30898	B
chr3	36810000	36910000	5.85315	0.942428	3.70962	6.62739	1.83863	1.08488	0.442533	1.92462	2.07406	2.92405	B
chr3	37350000	37450000	0.65439	1.39724	1.1674	10.5117	1.89488	1.14259	0.435564	1.51279	2.55356	4.18585	B
chr3	39370000	39470000	8.94333	4.84334	3.89868	6.48415	3.22242	6.04996	12.3596	8.20004	2.30812	5.00244	B
chr3	42530000	42630000	10.7793	6.34335	4.20705	7.45343	3.58886	7.34951	18.6491	9.92079	2.08381	6.4365	B
chr3	44370000	44470000	1.4542	1.30103	2.44126	7.53699	2.06042	1.37803	0.623728	1.81045	3.08671	3.33794	B
chr3	45470000	45570000	8.07081	9.46582	2.46329	10.2323	12.2838	6.23231	1.49486	7.27035	2.16346	5.39171	B
chr3	45690000	45790000	6.50754	4.56126	4.1061	10.9963	5.21694	5.6437	7.81228	5.72902	2.30975	6.94659	B
chr3	46750000	46850000	1.19971	0.548838	7.77717	1.28919	1.03342	1.13336	0.655088	1.37823	3.75151	2.36698	B
chr3	47370000	47470000	10.1612	9.81349	2.58627	13.5986	8.28025	7.77885	10.5511	9.83108	2.75674	10.3226	B
chr3	47770000	47870000	11.4336	12.0919	2.16593	18.242	5.42427	10.5742	23.2556	14.3939	2.73886	9.95118	B
chr3	51870000	51970000	7.90721	3.79814	4.73018	5.78226	3.37671	3.59397	3.51587	4.42419	2.34388	3.55048	B
chr3	52670000	52770000	2.43578	10.8434	1.30874	15.3485	5.30855	10.3918	22.4054	13.3297	2.6771	6.47006	B
chr3	53270000	53370000	3.01746	13.4936	2.14941	11.1825	7.62773	6.32233	9.40121	9.95341	2.0383	5.58188	B
chr3	58430000	58530000	16.7597	5.7464	4.61454	6.1332	8.14686	5.9784	5.41145	6.84628	3.03307	4.70265	B
chr3	61290000	61390000	1.01794	0.474494	2.57893	0.950181	0.691092	0.773268	0.358905	0.909303	2.90141	2.0672	B
chr3	62350000	62450000	0.817987	0.349857	4.60353	0.637433	0.594661	1.13567	0.57146	0.962312	1.37837	2.11194	B
chr3	63210000	63310000	0.79981	0.275513	2.06314	0.630271	0.573767	0.729411	0.306637	0.693191	2.11957	1.76517	B
chr3	63750000	63850000	4.87157	3.61884	2.48165	4.47397	4.61907	5.3644	8.71476	5.52106	1.61243	6.88394	B
chr3	64430000	64530000	13.0878	14.108	5.68282	5.88014	7.59237	5.24668	1.44956	7.14394	3.57109	3.24621	B
chr3	65270000	65370000	4.10811	1.28791	4.95044	4.18509	3.15974	2.0659	0.682964	1.8023	2.38452	3.98897	B
chr3	66190000	66290000	0	0	0	0	0	0	0	0	0	0	B
chr3	66970000	67070000	0.781632	0.439508	6.04442	1.03851	0.864669	0.803276	0.439049	1.05202	2.9648	2.27526	B
chr3	69070000	69170000	7.81632	6.00661	3.55911	10.5069	4.8055	5.44289	5.8261	5.17039	1.78961	3.88606	B
chr3	70110000	70210000	2.30854	3.28866	6.66484	1.03135	2.23078	2.45368	0.89552	1.86346	2.62183	2.13208	B
chr3	71790000	71890000	9.07057	3.85062	9.53011	2.00779	4.68657	5.42211	4.08385	3.85333	2.47229	3.32004	B
chr3	73190000	73290000	8.70702	2.96941	6.12152	3.1227	3.88137	3.11616	1.32063	3.71061	2.6137	4.64672	B
chr3	74150000	74250000	1.21789	0.725954	2.66336	0.544325	0.901635	0.844825	0.313606	0.860372	1.14918	1.76293	B
chr3	75290000	75390000	3.23559	0.341111	2.87996	0.709054	0.589839	0.710945	0.369358	0.884838	1.22233	1.82781	B
chr3	75750000	75850000	2.81751	4.38633	8.91888	4.23523	3.38475	8.2128	9.40818	7.14394	19.2273	4.87939	B
chr3	76910000	77010000	0.854342	1.22231	1.04993	0.847523	1.06235	1.01794	0.313606	0.974545	2.52268	1.47881	B
chr3	78730000	78830000	2.79933	1.04083	1.0793	4.52649	2.0781	1.6204	0.418141	1.47609	1.52141	2.41397	B
chr3	88270000	88370000	6.14399	3.28647	2.20264	2.7073	2.34971	4.6096	9.0667	4.77486	1.62056	2.84575	B
chr3	98890000	98990000	4.32624	1.79302	2.1696	1.05523	0.965922	3.05845	7.10144	3.41702	1.17519	1.62423	B
chr3	99670000	99770000	1.03612	1.80614	4.14831	1.84545	1.54933	2.64527	5.59961	2.82577	1.86275	2.42963	B
chr3	101490000	101590000	2.39943	4.18298	1.16557	12.0038	4.57085	5.43365	4.76681	4.46497	2.03017	4.58408	B
chr3	102870000	102970000	5.6532	7.51756	3.41961	8.32244	3.83155	9.79858	23.409	11.6742	2.70473	5.41409	B
chr3	103390000	103490000	8.94333	1.20045	4.10243	1.07432	3.00706	2.46061	0.707356	2.16112	2.10332	2.12984	B
chr3	105330000	105430000	0.636212	0.214288	1.20411	0.458379	0.41787	0.427029	0.212555	0.680958	2.20084	1.22824	B
chr3	106630000	106730000	2.19948	4.33604	0.899413	3.1609	7.6197	6.67088	1.27185	3.44964	2.00579	6.8034	B
chr3	108330000	108430000	1.6178	2.75513	4.29883	1.43243	3.34296	3.31697	0.780531	2.24675	3.38416	2.52806	B
chr3	109770000	109870000	1.8541	3.61228	0.868209	3.70523	1.7213	4.18257	9.16078	5.12554	1.32798	2.29763	B
chr3	112790000	112890000	3.43555	4.0824	3.28928	1.60671	6.68592	5.40134	3.65177	3.89818	2.36664	2.52359	B
chr3	113690000	113790000	3.70821	4.64217	2.45228	4.97532	2.53293	4.69732	11.6905	6.43852	1.45964	3.26859	B
chr3	117010000	117110000	6.83474	2.15818	2.96806	2.38978	3.72868	2.48369	0.561006	2.22229	1.3865	2.85246	B
chr3	120130000	120230000	0.672567	0.297379	2.8561	0.706667	0.564124	0.722487	0.39375	0.766588	1.4759	1.87927	B
chr3	123530000	123630000	6.2167	5.75952	2.45595	5.99951	3.70458	9.08994	18.0463	9.85962	1.71159	4.10978	B
chr3	124450000	124550000	11.3428	1.08674	11.6318	3.26356	2.32721	1.10797	0.512223	1.87569	2.91116	4.80332	B
chr3	129230000	129330000	14.342	14.8121	4.22357	17.4088	12.1359	13.4272	17.3494	14.504	2.07893	10.5776	B
chr3	130450000	130550000	8.99786	12.0985	3.60683	18.7673	7.76756	13.1017	25.3219	16.1106	2.11469	7.94662	B
chr3	131270000	131370000	1.30878	7.1677	7.31645	3.94397	5.4757	5.96225	7.65896	7.12763	3.9108	4.26191	B
chr3	133550000	133650000	4.41713	6.58606	4.55947	2.62613	3.97941	6.14921	11.025	6.85851	2.24473	3.62207	B
chr3	133870000	133970000	3.87181	4.17205	2.85242	8.27469	2.53454	3.88942	7.34535	4.42827	1.7701	3.32228	B
chr3	134950000	135050000	4.87157	1.54156	6.96219	4.37847	1.75505	2.85301	5.94109	3.23353	2.44953	3.57956	B
chr3	135710000	135810000	7.07105	1.85206	3.56278	4.54559	3.14527	2.87379	0.790984	2.29976	2.77462	3.21266	B
chr3	137230000	137330000	4.9261	2.43807	1.16557	8.79037	3.34135	2.3752	0.801438	2.42617	3.21674	3.78539	B
chr3	138190000	138290000	10.6157	1.96795	6.38583	1.99824	2.88009	3.60551	2.60293	3.3844	2.49505	2.89497	B
chr3	139170000	139270000	9.74314	3.14434	2.53855	5.77987	5.00319	2.58756	0.672511	2.55257	2.16996	3.61983	B
chr3	140150000	140250000	2.69027	0.601317	7.50918	1.52077	1.30825	1.37573	0.74917	1.30483	3.55158	2.46319	B
chr3	140550000	140650000	3.27195	5.59334	2.00441	9.27739	2.72098	4.22181	9.56499	6.30804	2.16346	6.59087	B
chr3	143710000	143810000	2.23583	3.03938	2.61748	5.48144	2.21792	5.35286	10.5023	5.29679	1.59618	3.10974	B
chr3	144170000	144270000	5.92586	5.30252	3.30947	5.83478	3.41207	5.57215	10.8821	6.90337	1.51653	4.94651	B
chr3	144910000	145010000	3.56279	0.929308	2.33297	1.09104	1.48183	1.24185	0.484347	1.39454	2.38777	2.11865	B
chr3	147010000	147110000	0.563502	0.233967	1.27753	0.482253	0.369654	0.61169	0.233462	0.640182	2.00254	1.33786	B
chr3	150050000	150150000	3.49008	1.67713	4.70448	1.42766	3.666	2.55986	0.634181	2.18151	1.85625	2.40278	B
chr3	151750000	151850000	1.63597	5.15383	1.63913	7.64442	4.02762	5.63909	8.90641	6.13678	1.76522	5.51252	B
chr3	153130000	153230000	1.58144	1.88704	1.79699	1.27487	3.23528	2.49062	0.64115	1.60249	1.86113	1.73832	B
chr3	153870000	153970000	0.672567	0.50292	1.75477	0.53	0.586625	0.637081	0.233462	0.815519	1.70346	1.4363	B
chr3	155450000	155550000	5.87133	2.51241	1.76212	7.48446	2.09899	3.10692	6.04911	3.20499	1.63194	3.72498	B
chr3	158690000	158790000	5.8168	4.20922	3.5224	1.89797	5.71035	6.70089	3.15348	4.53836	2.17646	2.68691	B
chr3	159970000	160070000	6.10764	5.09261	3.32416	4.67451	4.70907	5.80067	5.8714	5.43543	2.16996	2.77863	B
chr3	162650000	162750000	0.65439	0.198981	0.770926	0.522838	0.310188	0.463961	0.240431	0.54232	3.21674	1.07163	B
chr3	168950000	169050000	0.908875	0.325804	2.37151	0.701892	0.740915	0.794043	0.292699	0.831829	1.47427	1.5929	B
chr3	172030000	172130000	2.43578	5.54305	3.33884	3.85563	3.89905	7.40953	11.1853	6.43444	3.75964	3.76749	B
chr3	180150000	180250000	2.23583	1.43879	2.221	4.09915	3.51814	2.80223	0.836283	1.97763	2.69985	5.57069	B
chr3	180830000	180930000	3.25377	6.60355	1.73091	5.13766	6.8161	7.23872	8.70083	5.79018	2.08544	6.36267	B
chr3	183950000	184050000	1.49055	3.67569	3.04516	3.31608	3.24813	5.24899	9.70437	5.35388	1.94402	4.4655	B
chr3	185990000	186090000	6.23488	2.06197	2.67438	5.72018	3.83637	4.2449	5.29297	3.47411	1.34424	4.02477	B
chr3	186770000	186870000	7.56184	7.95925	2.33113	14.9976	7.88006	5.5583	6.39408	6.48337	2.53731	7.38956	B
chr3	187090000	187190000	16.3234	6.2865	5.26616	6.92581	5.80518	9.97401	13.384	9.47225	2.68847	16.061	B
chr3	188870000	188970000	32.5377	16.03	7.87078	8.09325	7.04111	16.6218	19.2972	16.0616	2.71611	6.55955	B
chr3	190390000	190490000	6.5439	0.400149	5.48091	0.892883	0.970744	0.870215	0.365874	1.09687	2.13095	2.2417	B
chr3	193650000	193750000	2.85387	0.233967	1.24449	0.706667	0.459657	0.616306	0.299668	0.599406	3.61172	1.25508	B
chr3	194770000	194870000	5.68956	2.84915	1.60242	6.10694	2.66794	4.00253	8.06316	4.26924	1.52303	4.41181	B
chr3	195470000	195570000	11.8881	3.29959	10.6021	2.16775	5.84053	3.91943	1.58197	3.68207	2.4983	3.34465	B
chr3	195790000	195890000	14.851	9.90314	2.45411	14.606	8.03757	9.84705	19.346	12.0615	2.86727	5.81007	B
chr3	196430000	196530000	13.5422	7.72966	1.65382	8.93122	6.77753	7.86656	10.0424	8.33052	2.18946	5.20826	B
chr3	196810000	196910000	0.618035	4.19829	6.15272	15.9645	5.0739	5.57677	9.34895	6.15309	2.74049	6.98462	B
chr3	3170000	3270000	7.97992	1.05832	1.43723	3.27072	0.962708	1.85584	4.2964	2.24268	3.24112	2.02916	B
chr3	8390000	8490000	4.39895	5.94757	4.92842	1.49689	5.10766	3.69091	0.888551	3.75546	2.76324	2.67796	B
chr3	9310000	9410000	9.67043	5.61521	3.23422	8.11951	5.2732	6.03842	5.92367	6.39367	2.24473	5.52147	B
chr3	11950000	12050000	1.74504	0.430762	6.42071	1.06716	0.721629	0.895606	0.536615	1.0928	2.51293	2.61532	B
chr3	13650000	13750000	19.2863	0.579451	6.08113	1.35842	2.07167	1.40804	0.637666	1.94501	3.54995	2.82338	B
chr3	17310000	17410000	1.25425	0.99272	0.813143	2.32054	1.55094	0.99717	0.383296	1.0194	1.0354	2.1634	B
chr3	25570000	25670000	6.79838	2.1232	2.1072	6.02816	4.26227	2.5414	0.693418	2.6749	1.6742	4.19927	B
chr3	27030000	27130000	1.50873	0.553212	2.25037	0.845136	0.925742	0.920997	0.271792	0.913381	2.94692	1.6645	B
chr3	28470000	28570000	1.14518	0.306125	1.48311	0.835586	0.50948	0.549367	0.299668	0.713579	2.01067	1.72266	B
chr3	49030000	49130000	9.47048	17.2173	1.49596	25.0556	7.42523	17.6236	35.2458	19.5521	2.26261	8.81691	B
chr3	51390000	51490000	9.63407	6.24276	1.70521	14.6037	4.35549	6.52085	13.0112	9.21128	2.36339	7.11885	B
chr3	65670000	65770000	6.14399	2.82072	1.78781	2.49243	6.62002	4.19181	1.07323	3.56789	1.67908	7.66026	B
chr3	87310000	87410000	1.54509	1.46065	3.0782	1.69266	1.4754	3.42085	8.63811	3.55158	1.37349	2.54373	B
chr3	100950000	101050000	12.088	5.47089	1.97687	4.81059	6.74056	7.63343	7.7844	7.13171	2.03342	4.32008	B
chr3	113250000	113350000	5.94404	3.2974	3.41226	3.97978	5.50945	7.25949	4.98982	4.68516	2.3325	4.02701	B
chr3	114190000	114290000	7.87086	6.94248	5.24964	5.06365	4.29281	7.35644	13.377	8.24489	2.799	4.08517	B
chr3	121530000	121630000	6.9438	8.33753	3.67842	14.926	6.80646	6.90402	9.27577	6.92375	2.46904	9.06747	B
chr3	128730000	128830000	14.6329	6.59043	6.21146	10.5188	6.09286	7.19717	12.8753	9.0441	2.13257	8.04283	B
chr3	129790000	129890000	22.3038	8.66115	4.31351	10.6287	5.80678	8.14817	14.7255	10.9443	2.9778	8.34261	B
chr3	130050000	130150000	3.45372	4.34042	5.52313	11.2303	3.27385	5.11511	7.59972	7.14802	5.22416	4.68251	B
chr3	142370000	142470000	12.2698	1.93296	7.56976	2.81712	4.54996	3.67014	3.60299	3.36401	2.9908	3.38045	B
chr3	151010000	151110000	2.38125	3.42423	1.12518	3.71239	3.14367	5.17282	7.72865	3.80847	2.34226	5.17918	B
chr3	157030000	157130000	2.7448	6.9884	1.54185	7.56086	5.10123	9.48696	18.0498	8.76683	1.9619	6.91079	B
chr3	170010000	170110000	2.07223	0.699714	2.54222	1.19369	1.67148	1.74966	0.494801	1.24774	1.28247	1.74056	B
chr3	170930000	171030000	3.50826	7.12615	2.8616	4.13973	3.72868	8.78064	18.9104	8.89323	2.21547	3.09632	B
chr3	172770000	172870000	3.7991	1.60934	3.21586	4.64586	2.2565	1.52345	0.487832	1.91647	2.3325	2.54596	B
chr3	173950000	174050000	4.27171	4.64435	1.89427	4.83685	3.12599	3.83864	5.93412	3.71061	1.2841	2.70481	B
chr3	179570000	179670000	3.14471	2.62612	3.2489	0.775901	3.1292	2.86686	0.595852	2.21006	1.44176	1.67792	B
chr3	184570000	184670000	6.32577	1.81488	11.2427	2.42559	2.73223	4.73425	7.61366	4.09798	3.58084	3.33347	B
chr3	185490000	185590000	20.3406	17.3857	7.31645	21.1284	11.7229	17.7067	30.3954	18.8181	2.19759	12.3115	B
chr3	191890000	191990000	4.10811	2.07072	3.20668	0.861847	2.49918	2.59218	0.728263	1.44755	1.56855	1.54816	B
chr3	192570000	192670000	2.70845	4.12613	1.96953	4.5814	4.01637	3.49471	0.885066	2.66267	2.21872	2.42292	B
chr3	197150000	197250000	0.999762	5.00733	11.0536	16.843	4.9839	7.69806	14.1854	8.20004	4.84055	8.33367	B
chr4	134150000	134250000	0.527147	0.177115	0.523128	0.458379	0.210542	0.360089	0.170741	0.33844	4.12861	0.953058	B
chr4	100610000	100710000	1.67233	2.84259	3.43062	1.18892	1.02378	2.49754	5.85398	3.35994	2.12607	1.71371	B
chr4	109030000	109130000	2.16312	1.74054	4.3594	2.62613	3.23206	5.12204	5.89579	2.69529	2.76975	3.16344	B
chr4	159310000	159410000	7.23464	2.14943	3.57563	1.27248	2.41239	4.52189	3.26847	3.48227	1.49378	1.64212	B
chr4	24030000	24130000	15.7599	2.06853	8.24523	2.52108	3.24974	5.1959	4.83999	3.1846	3.11921	4.06504	B
chr4	91170000	91270000	1.14518	0.233967	1.65565	0.422568	0.543231	0.775577	0.442533	0.640182	1.4694	1.36247	B
chr4	111070000	111170000	4.27171	0.778432	4.03268	1.15311	1.70041	1.56039	0.526161	1.7289	1.5848	2.18577	B
chr4	113150000	113250000	4.199	0.590384	4.0547	0.909595	1.41594	1.27647	0.543584	1.43531	1.86113	1.94191	B
chr4	123670000	123770000	3.14471	0.951174	4.8862	1.325	2.73223	2.00357	0.564491	1.51686	2.43003	2.39831	B
chr4	141470000	141570000	7.01651	2.2041	5.45522	1.51838	2.40275	5.3644	8.65901	4.59545	1.91639	3.01131	B
chr4	144690000	144790000	1.76322	0.662542	2.61931	1.94811	1.22147	2.04974	2.26145	1.60657	2.23335	1.98889	B
chr4	146710000	146810000	5.10788	3.68225	3.27276	2.82906	2.5474	3.78786	7.37323	5.26417	2.53893	2.52359	B
chr4	170870000	170970000	4.10811	1.37975	4.44567	3.7482	2.20185	3.93328	4.71106	3.12344	1.99116	2.91734	B
chr4	174030000	174130000	1.14518	0.537905	5.84986	0.995541	1.21986	1.19337	0.379812	0.852217	3.23625	2.05377	B
chr4	510000	610000	1.54509	0.645049	4.92291	4.5814	1.38218	1.09412	0.662057	1.28852	6.34896	2.71823	B
chr4	2990000	3090000	11.1792	4.57657	7.8304	7.59667	6.18769	6.22308	8.65901	6.1327	3.33702	7.23742	B
chr4	3990000	4090000	1.98135	6.21215	7.87996	3.33518	4.12245	5.15897	6.64496	5.62708	4.44232	4.23283	B
chr4	4950000	5050000	7.32553	1.44316	7.58077	1.40617	2.08935	1.38034	0.473894	2.10812	3.91893	3.0829	B
chr4	7110000	7210000	14.7238	4.64873	12.5092	4.93712	5.55928	7.02866	10.0389	6.8055	4.01808	5.79441	B
chr4	8770000	8870000	0.109065	0.0481054	0.636931	0.148018	0.0691092	0.0692479	0.0452987	0.0978623	0.490882	0.319923	B
chr4	12250000	12350000	1.36331	0.190235	0.761748	0.604009	0.300545	0.43857	0.170741	0.517854	4.56098	1.41169	B
chr4	14790000	14890000	7.56184	2.49055	5.54516	1.49212	4.05977	2.5968	0.735232	2.14074	2.92579	2.59071	B
chr4	15030000	15130000	5.92586	11.6983	3.37739	5.39789	7.1504	8.73678	5.67279	7.58025	2.62346	3.91962	B
chr4	17130000	17230000	5.61685	5.61302	4.63106	6.95924	3.57439	6.96865	14.0252	8.45693	2.16508	4.56394	B
chr4	18190000	18290000	3.16288	0.299565	1.13253	0.768739	0.4693	1.05488	0.487832	0.782898	3.75476	1.50118	B
chr4	20310000	20410000	2.47214	1.13048	1.42621	3.42352	0.882348	2.55986	4.92013	2.4017	2.93229	2.11642	B
chr4	22490000	22590000	1.2906	0.25146	1.01689	0.699505	0.356797	0.512435	0.261338	0.481156	4.6585	1.40721	B
chr4	24950000	25050000	2.30854	2.33967	1.64464	7.74708	3.28992	3.86865	5.93064	3.66983	1.57992	3.53705	B
chr4	25390000	25490000	3.01746	6.09407	2.87262	7.17649	8.40883	6.61548	4.55774	5.68417	2.3325	4.09636	B
chr4	37070000	37170000	1.39967	0.299565	3.30764	0.713829	0.633234	0.870215	0.536615	0.729889	2.02529	1.87927	B
chr4	38450000	38550000	4.7625	8.98914	4.50991	3.41874	6.11376	8.78987	9.2688	9.77807	3.99045	4.00016	B
chr4	39650000	39750000	13.3241	9.70416	4.4677	4.43577	4.41978	8.26589	16.9626	9.33769	2.9843	4.85702	B
chr4	40550000	40650000	14.3239	3.65382	2.24303	8.39883	7.45576	4.24951	1.32411	4.56283	1.92939	5.49686	B
chr4	42370000	42470000	0.599857	0.279886	0.978341	0.713829	0.401798	0.466269	0.257854	0.570863	3.48006	1.38708	B
chr4	44370000	44470000	2.5812	3.2974	1.30323	3.6718	1.23593	5.67371	14.1889	6.74842	1.36699	2.12536	B
chr4	53510000	53610000	4.83521	7.16333	2.16043	2.84577	8.88456	6.76552	1.28578	5.18262	2.48042	3.90172	B
chr4	54750000	54850000	20.5769	26.2568	2.3036	23.2269	10.765	18.1614	30.8519	22.0598	4.01808	15.1684	B
chr4	57710000	57810000	12.0699	1.00147	6.34912	1.35604	2.05238	2.8784	2.77019	2.48325	2.35688	2.77863	B
chr4	60610000	60710000	0.599857	0.249273	0.750735	0.553874	0.316617	0.450111	0.153319	0.485234	3.74013	1.08282	B
chr4	74090000	74190000	2.47214	3.63851	2.87445	7.7805	2.22275	5.04356	7.08401	5.12146	2.02529	3.32004	B
chr4	75270000	75370000	4.65344	0.782805	2.16226	1.52554	2.70008	2.29672	0.459956	1.39454	2.17809	2.23275	B
chr4	75890000	75990000	2.12677	0.314871	5.00918	0.699505	0.866276	1.23492	1.04187	0.946002	1.70671	1.98218	B
chr4	76670000	76770000	7.54366	1.25293	5.49927	3.29937	2.56508	2.11437	0.919911	2.03472	2.8689	3.03144	B
chr4	77030000	77130000	5.92586	3.20775	3.15712	10.7289	3.86047	4.57267	6.06654	4.25293	2.51943	5.54608	B
chr4	80030000	80130000	3.87181	1.39068	3.45999	3.4068	1.9656	3.06768	4.96891	2.76461	1.63519	2.6086	B
chr4	81430000	81530000	12.8697	3.80032	1.52166	2.54734	5.09641	6.00379	4.75287	3.7677	2.44791	3.63102	B
